"QID","Const","Ceremony","SubmissionCountry","SubmissionTitle","Languages","Directors","Result","Result2","Your.Rating","Date.Rated","Title","Original.Title","Title.Type","IMDb.Rating","Runtime","Year","Num.Votes","Seen"
"Q1402538","tt0079625","53-1981","Spain","The Nest","Spanish","Jaime de Armiñán","Nominated","B",NA,"","The Nest","El nido","Movie",7,97,1980,636,"No"
"Q872446","tt0082311","53-1981","Austria","Egon Schiele – Exzess und Bestrafung","German, English, French","Herbert Vesely","Not nominated","E",NA,"","Egon Schiele: Excess and Punishment","Egon Schiele - Exzesse","Movie",5.9,95,1980,469,"No"
"Q3283322","tt0080482","53-1981","Brazil","Bye Bye Brazil","Brazilian Portuguese","Carlos Diegues","Not nominated","E",NA,"","Bye Bye Brazil","Bye Bye Brasil","Movie",7.4,110,1980,1977,"No"
"Q7110600","tt0081247","53-1981","Cameroon","Our Daughter","French","Daniel Kamwa","Not nominated","E",NA,"","Notre fille","Notre fille","Movie",5,90,1980,12,"No"
"Q3231093","tt0078894","53-1981","Canada","Good Riddance","Les Bons débarras","Francis Mankiewicz","Not nominated","E",NA,"","Good Riddance","Les bons débarras","Movie",8,120,1980,778,"No"
"Q17075508","tt0195837","53-1981","Colombia","The Latin Immigrant","Spanish","Gustavo Nieto Roa","Not nominated","E",NA,"","El inmigrante latino","El inmigrante latino","Movie",5.6,89,1980,24,"No"
"Q12034544","tt0077883","53-1981","Czechoslovakia","Love Between the Raindrops","Czech","Karel Kachyňa","Not nominated","E",NA,"","Love Between the Raindrops","Lásky mezi kapkami deste","Movie",7.4,126,1980,258,"No"
"Q1217148","tt0081711","53-1981","East Germany","The Fiancee","German","Günther Rücker and Günter Reisch","Not nominated","E",NA,"","Die Verlobte","Die Verlobte","Movie",6.9,105,1980,100,"No"
"Q6377916","tt0083237","53-1981","Finland","Tulipää","Finnish","Pirjo Honkasalo and Pekka Lehto","Not nominated","E",NA,"","Flame Top","Tulipää","Movie",6.4,155,1980,132,"No"
"Q13425304","tt0203639","53-1981","Iceland","Land and Sons","Icelandic","Ágúst Guðmundsson","Not nominated","E",NA,"","Land and Sons","Land og synir","Movie",6.6,91,1980,102,"No"
"Q16252926","tt0156882","53-1981","India","Payal Ki Jhankaar","Hindi","Satyen Bose","Not nominated","E",NA,"","Payal Ki Jhankaar","Payal Ki Jhankaar","Movie",6.2,114,1980,30,"No"
"Q17052871","tt0081621","53-1981","Israel","The Thin Line","Hebrew","Michal Bat-Adam","Not nominated","E",NA,"","A Thin Line","Al Hevel Dak","Movie",7.1,90,1980,36,"No"
"Q1406119","tt0079845","53-1981","Italy","A Leap in the Dark","Italian","Marco Bellocchio","Not nominated","E",NA,"","A Leap in the Dark","Salto nel vuoto","Movie",6.9,120,1980,548,"No"
"Q2377376","tt0079674","53-1981","Netherlands","In for Treatment","Dutch","Marja Kok and Erik van Zuylen","Not nominated","E",NA,"","Opname","Opname","Movie",7.5,92,1979,120,"No"
"Q11986547","tt0178708","53-1981","Norway","Life and Death","Norwegian","Petter Vennerød and Svend Wam","Not nominated","E",NA,"","Life and Death","Liv og død","Movie",4.6,83,1980,38,"No"
"Q11797976","tt0081274","53-1981","Poland","Olympics 40","Polish","Andrzej Kotkowski","Not nominated","E",NA,"","Olimpiada 40","Olimpiada 40","Movie",6.5,96,1980,56,"No"
"Q6912919","tt0081113","53-1981","Portugal","Morning Undersea","Portuguese","Lauro António","Not nominated","E",NA,"","Manhã Submersa","Manhã Submersa","Movie",7,127,1980,117,"No"
"Q13461536","tt0080865","53-1981","Sweden","Herr Puntila and His Servant Matti","Swedish","Ralf Långbacka","Not nominated","E",NA,"","Herr Puntila and His Servant Matti","Herr Puntila och hans dräng Matti","Movie",6.2,112,1979,53,"No"
"Q972787","tt0079854","53-1981","Switzerland","Every Man for Himself","French","Jean-Luc Godard","Not nominated","E",NA,"","Every Man for Himself","Sauve qui peut (la vie)","Movie",6.6,87,1980,3975,"No"
"Q27656120","tt1220568","53-1981","Taiwan","The Legend of Six Dynasty","Mandarin","Guk-Gam Wong","Not nominated","E",NA,"","The Legend of the Six Dynasty","Liu chao guai tan","Movie",6.9,90,1979,37,"No"
"Q1390192","tt0080709","53-1981","West Germany","Fabian","Fabian","Wolf Gremm","Not nominated","E",NA,"","Fabian","Fabian","Movie",5.6,110,1980,155,"No"
"Q3909379","tt0081546","53-1981","Yugoslavia","Special Treatment","Serbo-Croatian","Goran Paskaljević","Not nominated","E",NA,"","Poseban tretman","Poseban tretman","Movie",7.3,94,1980,824,"No"
"Q314418","tt0082736","54-1982","Hungary","Mephisto","Hungarian, German, English, Esperanto","István Szabó","Won Academy Award","A",8,"2023-08-30","Mephisto","Mephisto","Movie",7.7,146,1982,11665,"Yes"
"Q1636832","tt0083226","54-1982","Italy","Three Brothers","Italian","Francesco Rosi","Nominated","B",NA,"","Three Brothers","Tre fratelli","Movie",7.1,113,1981,1802,"No"
"Q1445696","tt0082280","54-1982","Japan","Muddy River","Japanese","Kōhei Oguri","Nominated","B",NA,"","Muddy River","Doro no kawa","Movie",7.9,105,1981,1045,"No"
"Q959682","tt0082222","54-1982","Poland","Man of Iron","Polish","Andrzej Wajda","Nominated","B",NA,"","Man of Iron","Czlowiek z zelaza","Movie",7.3,156,1981,3828,"No"
"Q382841","tt0082095","54-1982","Switzerland","The Boat Is Full","German, Swiss German, French","Markus Imhoof","Nominated","B",NA,"","The Boat Is Full","Das Boot ist voll","Movie",7.1,101,1981,709,"No"
"Q20962261","tt0082520","54-1982","Argentina","The Underground Man","Spanish","Nicolás Sarquís","Not nominated","E",NA,"","The Underground Man","El hombre del subsuelo","Movie",6.9,110,1981,14,"No"
"Q1192583","tt0082087","54-1982","Austria","Der Bockerer","German","Franz Antel","Not nominated","E",NA,"","Der Bockerer","Der Bockerer","Movie",8.1,104,1981,1029,"No"
"Q3223296","tt0082472","54-1982","Belgium","Le Grand Paysage d'Alexis Droeven","French","Jean-Jacques Andrien","Not nominated","E",NA,"","Le grand paysage d'Alexis Droeven","Le grand paysage d'Alexis Droeven","Movie",6.6,88,1981,44,"No"
"Q785526","tt0082919","54-1982","Canada","Les Plouffe","French, English","Gilles Carle","Not nominated","E",NA,"","The Plouffe Family","Les Plouffe","Movie",7.9,227,1981,487,"No"
"Q5284087","tt0085445","54-1982","Czechoslovakia","The Divine Emma","Czech","Jiří Krejčík","Not nominated","E",NA,"","Bozská Ema","Bozská Ema","Movie",7.1,110,1979,116,"No"
"Q12180974","tt0970400","54-1982","Egypt","People on the Top","Egyptian Arabic","Aly Badrakhan","Not nominated","E",NA,"","People on the Top","Ahl el qema","Movie",7,118,1981,233,"No"
"Q15059727","tt0142757","54-1982","Finland","Sign of the Beast","Finnish","Jaakko Pakkasvirta","Not nominated","E",NA,"","Pedon merkki","Pedon merkki","Movie",5.5,120,1981,207,"No"
"Q735383","tt0082269","54-1982","France","Diva","French, English","Jean-Jacques Beineix","Not nominated","E",9,"2024-06-16","Diva","Diva","Movie",7.1,117,1982,14375,"Yes"
"Q7750137","tt0085175","54-1982","Greece","The Man with the Carnation","Greek","Nikos Tzimas","Not nominated","E",NA,"","The Man with the Carnation","O anthropos me to garyfallo","Movie",7.7,125,1980,577,"No"
"Q1767048","tt0083267","54-1982","Iceland","Outlaw: The Saga of Gisli","Icelandic","Ágúst Guðmundsson","Not nominated","E",NA,"","Outlaw: The Saga of Gisli","Útlaginn","Movie",6.5,100,1981,353,"No"
"Q16258409","tt0133734","54-1982","Israel","A Thousand Little Kisses","Hebrew","Mira Recanati","Not nominated","E",NA,"","A Thousand Little Kisses","Elef Nishikot K'tanot","Movie",5.4,110,1981,15,"No"
"Q16257933","tt0079572","54-1982","Mexico","Mojado Power","Spanish","Alfonso Arau","Not nominated","E",NA,"","Mojado Power","Mojado Power","Movie",6.3,108,1981,68,"No"
"Q3993862","tt0082192","54-1982","Netherlands","Come-Back!","Dutch","Jonne Severijn","Not nominated","E",NA,"","Come-Back","Come-Back","Movie",6.7,120,1981,28,"No"
"Q11979509","tt0192193","54-1982","Norway","Julia Julia","Norwegian","Petter Vennerød and Svend Wam","Not nominated","E",NA,"","Julia Julia","Julia Julia","Movie",4,99,1981,51,"No"
"Q2690549","tt0151789","54-1982","Soviet Union","O, Sport, You – the Peace!","Russian","Yuri Ozerov","Not nominated","E",NA,"","O Sport, You Are Peace!","O sport, ty - mir!","Movie",7,149,1981,107,"No"
"Q6973041","tt0082888","54-1982","Spain","National Heritage","Spanish","Luis García Berlanga","Not nominated","E",NA,"","Patrimonio nacional","Patrimonio nacional","Movie",7,112,1981,981,"No"
"Q5098148","tt0080419","54-1982","Sweden","Children's Island","Swedish","Kay Pollak","Not nominated","E",NA,"","Children's Island","Barnens ö","Movie",6.4,109,1980,945,"No"
"Q7257974","tt0289112","54-1982","Taiwan","If I Were for Real","Mandarin","Wang Toon","Not nominated","E",NA,"","Jia ru wo shi zhen de","Jia ru wo shi zhen de","Movie",7.6,99,1981,140,"No"
"Q686125","tt0082661","54-1982","West Germany","Lili Marleen","German","Rainer Werner Fassbinder","Not nominated","E",NA,"","Lili Marleen","Lili Marleen","Movie",7.1,120,1981,4313,"No"
"Q432986","tt0083089","54-1982","Yugoslavia","Do You Remember Dolly Bell?","Serbo-Croatian","Emir Kusturica","Not nominated","E",8,"2023-11-05","Do You Remember Dolly Bell?","Sjecas li se, Dolly Bell","Movie",7.5,110,1986,6838,"Yes"
"Q736916","tt0082912","54-1982","Brazil","Pixote","Portuguese","Héctor Babenco","Disqualified","F",NA,"","Pixote","Pixote: A Lei do Mais Fraco","Movie",7.9,128,1980,9351,"No"
"Q1352930","tt0084874","55-1983","Spain","Begin the Beguine","Spanish","José Luis Garci","Won Academy Award","A",NA,"","Begin the Beguine","Volver a empezar","Movie",6.9,87,1982,1624,"No"
"Q977950","tt0082206","55-1983","France","Clean Slate","French","Bertrand Tavernier","Nominated","B",NA,"","Clean Slate","Coup de torchon","Movie",7.4,128,1981,6767,"No"
"Q1636893","tt0083543","55-1983","Nicaragua","Alsino and the Condor","Spanish, English","Miguel Littín","Nominated","B",NA,"","Alsino and the Condor","Alsino y el cóndor","Movie",6.2,89,1982,364,"No"
"Q1636925","tt0083732","55-1983","Soviet Union","Private Life","Russian","Yuli Raizman","Nominated","B",NA,"","Private Life","Chastnaya zhizn","Movie",7,102,1982,262,"No"
"Q1636972","tt0084136","55-1983","Sweden","The Flight of the Eagle","Swedish, French","Jan Troell","Nominated","B",NA,"","The Flight of the Eagle","Ingenjör Andrées luftfärd","Movie",7.2,140,1982,1229,"No"
"Q7416967","tt0264147","55-1983","Algeria","Sandstorm","French, Arabic","Mohammed Lakhdar-Hamina","Not nominated","E",NA,"","Sandstorm","Rih al-raml","Movie",5.6,103,1982,30,"No"
"Q6175058","tt0084965","55-1983","Argentina","Last Days of the Victim","Spanish","Adolfo Aristarain","Not nominated","E",NA,"","Last Days of the Victim","Últimos días de la víctima","Movie",7.4,90,1982,577,"No"
"Q3306122","tt0139459","55-1983","Belgium","Minuet","Dutch","Lili Rademakers","Not nominated","E",NA,"","Menuet","Menuet","Movie",6.4,84,1982,78,"No"
"Q4812226","tt0275942","55-1983","Bulgaria","Khan Asparoukh","Bulgarian","Ludmil Staikov","Not nominated","E",NA,"","Aszparuh","Khan Asparuh","Movie",8.7,323,1981,957,"No"
"Q16258595","tt0082388","55-1983","Canada","Wild Flowers","French","Jean Pierre Lefebvre","Not nominated","E",NA,"","Les fleurs sauvages","Les fleurs sauvages","Movie",7.3,152,1982,46,"No"
"Q12774172","tt0168135","55-1983","Czechoslovakia","The Assistant","Slovak","Zoro Zahon","Not nominated","E",NA,"","The Assistant","Pomocnik","Movie",6.6,94,1982,42,"No"
"Q1760354","tt0082633","55-1983","Denmark","Tree of Knowledge","Danish","Nils Malmros","Not nominated","E",NA,"","Tree of Knowledge","Kundskabens træ","Movie",7.2,101,1981,1882,"No"
"Q12872052","tt0252820","55-1983","Greece","Angel","Greek","Giorgos Katakouzinos","Not nominated","E",NA,"","Angelos","Angelos","Movie",6.4,126,1982,431,"No"
"Q7805109","tt0082729","55-1983","Hungary","Time Stands Still","Hungarian","Péter Gothár","Not nominated","E",NA,"","Time Stands Still","Megáll az idö","Movie",7.5,99,1982,1574,"No"
"Q15103820","tt0260100","55-1983","Iceland","Inter Nos","Icelandic","Hrafn Gunnlaugsson","Not nominated","E",NA,"","Inter Nos","Okkar á milli: Í hita og þunga dagsins","Movie",5.3,91,1982,33,"No"
"Q16257499","tt0084047","55-1983","Israel","Hamsin","Hebrew, Arabic","Daniel Wachsmann","Not nominated","E",NA,"","Eastern Wind","Hamsin","Movie",6.2,88,1982,56,"No"
"Q928941","tt0084422","55-1983","Italy","The Night of the Shooting Stars","Italian","Paolo Taviani and Vittorio Taviani","Not nominated","E",NA,"","The Night of the Shooting Stars","La notte di San Lorenzo","Movie",7.3,107,1982,4709,"No"
"Q3015390","tt0163777","55-1983","Japan","Onimasa","Japanese","Hideo Gosha","Not nominated","E",NA,"","Onimasa","Kiryûin Hanako no shôgai","Movie",6.8,146,1982,575,"No"
"Q2340418","tt0084849","55-1983","Netherlands","The Cool Lakes of Death","Dutch, French","Nouchka van Brakel","Not nominated","E",NA,"","The Cool Lakes of Death","Van de koele meren des doods","Movie",6.4,120,1982,556,"No"
"Q15106821","tt0218396","55-1983","Norway","Victoria L","Norwegian","Petter Vennerød and Svend Wam","Not nominated","E",NA,"","Victoria L.","Leve sitt liv","Movie",4.6,83,1982,27,"No"
"Q3750955","tt0082408","55-1983","Portugal","Francisca","Portuguese","Manoel de Oliveira","Not nominated","E",NA,"","Francisca","Francisca","Movie",7.1,166,1981,617,"No"
"Q683020","tt0084934","55-1983","Switzerland","Yol","Turkish, Kurdish","Şerif Gören and Yılmaz Güney","Not nominated","E",NA,"","The Road","Yol","Movie",8,107,1982,14577,"No"
"Q17500801","tt0083346","55-1983","Taiwan","The Battle for the Republic of China","Mandarin","Ding Shan Xi","Not nominated","E",NA,"","Xin hai shuang shi","Xin hai shuang shi","Movie",6.4,121,1981,41,"No"
"Q698111","tt0083946","55-1983","West Germany","Fitzcarraldo","German, Spanish, Asháninka, English","Werner Herzog","Not nominated","E",8,"2023-09-10","Fitzcarraldo","Fitzcarraldo","Movie",8,158,1982,38917,"Yes"
"Q4121262","tt0084333","55-1983","Yugoslavia","The Smell of Quinces","Serbo-Croatian","Mirza Idrizović","Not nominated","E",NA,"","Miris dunja","Miris dunja","Movie",7.4,97,1982,165,"No"
"Q165651","tt0083922","56-1984","Sweden","Fanny and Alexander","Swedish, German","Ingmar Bergman","Won Academy Award","A",10,"2022-02-21","Fanny and Alexander","Fanny och Alexander","Movie",8.1,188,1982,67732,"Yes"
"Q1637024","tt0085213","56-1984","Algeria","The Ball","No Dialogue","Ettore Scola","Nominated","B",NA,"","Le Bal","Le bal","Movie",7.6,109,1983,3053,"No"
"Q1637068","tt0085370","56-1984","France","Entre Nous","French","Diane Kurys","Nominated","B",NA,"","Entre Nous","Coup de foudre","Movie",7,110,1983,2278,"No"
"Q753367","tt0085767","56-1984","Hungary","Job's Revolt","Hungarian","Imre Gyöngyössy and Barna Kabay","Nominated","B",NA,"","The Revolt of Job","Jób lázadása","Movie",7.5,98,1983,705,"No"
"Q1043604","tt0085297","56-1984","Spain","Carmen","Spanish","Carlos Saura","Nominated","B",NA,"","Carmen","Carmen","Movie",7.4,102,1983,3590,"No"
"Q17034973","tt0085834","56-1984","Austria","Tramps","German","Peter Patzak","Not nominated","E",NA,"","Tramps","Die letzte Runde","Movie",6.2,88,1983,35,"No"
"Q2910076","tt0085265","56-1984","Canada","The Tin Flute","French","Claude Fournier","Not nominated","E",NA,"","Bonheur d'occasion","Bonheur d'occasion","Movie",6.4,123,1983,110,"No"
"Q10929627","tt0085326","56-1984","China","My Memories of Old Beijing","Mandarin","Wu Yigong","Not nominated","E",NA,"","My Memories of Old Beijing","Cheng nan jiu shi","Movie",7.7,96,1983,528,"No"
"Q6015165","tt0134843","56-1984","Czechoslovakia","Incomplete Eclipse","Czech","Jaromil Jireš","Not nominated","E",NA,"","Neúplné zatmení","Neúplné zatmení","Movie",6.8,82,1983,92,"No"
"Q1763879","tt0088445","56-1984","Denmark","Zappa","Danish","Bille August","Not nominated","E",NA,"","Zappa","Zappa","Movie",7.3,103,1983,2987,"No"
"Q16257478","tt0079246","56-1984","Dominican Republic","Guaguasi","Spanish","Jorge Ulla","Not nominated","E",NA,"","Guaguasi","Guaguasi","Movie",6.4,107,1983,78,"No"
"Q916456","tt0083594","56-1984","East Germany","The Turning Point","German","Frank Beyer","Not nominated","E",NA,"","Der Aufenthalt","Der Aufenthalt","Movie",7.3,102,1983,173,"No"
"Q15114779","tt0179224","56-1984","Iceland","The House","Icelandic","Egill Eðvarðsson","Not nominated","E",NA,"","The House","Húsið: Trúnaðarmál","Movie",6,101,1983,116,"No"
"Q16257861","tt0086645","56-1984","Israel","A Married Couple","Hebrew","Yitzhak Yeshurun","Not nominated","E",NA,"","A Married Couple","Zug Nasui","Movie",4.6,90,1983,10,"No"
"Q18437","tt0087188","56-1984","Italy","And the Ship Sails On","Italian","Federico Fellini","Not nominated","E",NA,"","The Ship Sails On","E la nave va","Movie",7.5,128,1983,6790,"No"
"Q1316093","tt0085991","56-1984","Japan","Antarctica","Japanese","Koreyoshi Kurahara","Not nominated","E",NA,"","Antarctica","Nankyoku monogatari","Movie",7.6,143,1983,1775,"No"
"Q444046","tt0085501","56-1984","Mexico","Erendira","Spanish","Ruy Guerra","Not nominated","E",NA,"","Erendira","Eréndira","Movie",6.7,103,1983,685,"No"
"Q2127397","tt0086543","56-1984","Netherlands","The Fourth Man","Dutch","Paul Verhoeven","Not nominated","E",NA,"","The 4th Man","De vierde man","Movie",7.2,102,1983,8604,"No"
"Q6003095","tt0085907","56-1984","Peru","Maruja in Hell","Spanish","Francisco José Lombardi","Not nominated","E",NA,"","Maruja en el infierno","Maruja en el infierno","Movie",7.3,95,1983,63,"No"
"Q16258055","tt0084657","56-1984","Portugal","No Trace of Sin","Portuguese","José Fonseca e Costa","Not nominated","E",NA,"","Sem Sombra de Pecado","Sem Sombra de Pecado","Movie",6.4,104,1983,128,"No"
"Q7317166","tt0151069","56-1984","Romania","Return from Hell","Romanian","Nicolae Mărgineanu","Not nominated","E",NA,"","Return from Hell","Intoarcerea din iad","Movie",6.9,92,1983,81,"No"
"Q3916267","tt0086527","56-1984","Soviet Union","Vassa","Russian","Gleb Panfilov","Not nominated","E",NA,"","Vassa","Vassa","Movie",7.5,140,1983,307,"No"
"Q679684","tt0085400","56-1984","Switzerland","In the White City","French. German, Portuguese","Alain Tanner","Not nominated","E",NA,"","In the White City","Dans la ville blanche","Movie",7.3,108,1983,1429,"No"
"Q5611641","tt0085695","56-1984","Taiwan","Growing Up","Mandarin","Chen Kunhou","Not nominated","E",NA,"","Growing Up","Xiao Bi de gu shi","Movie",7.3,100,1983,412,"No"
"Q869644","tt0083949","56-1984","West Germany","A Woman in Flames","Die flambierte Frau","Robert van Ackeren","Not nominated","E",NA,"","A Woman in Flames","Die flambierte Frau","Movie",5.9,106,1983,642,"No"
"Q11011015","tt0086531","56-1984","Yugoslavia","Great Transport","Serbo-Croatian","Veljko Bulajić","Not nominated","E",NA,"","Veliki transport","Veliki transport","Movie",5.8,134,1983,193,"No"
