"ItemTitle","IMDBid","Rating","Rated.Date"
"The Skeleton Twins","tt1571249","4","Rated on 20 Aug 2021"
"Won't You Be My Neighbor?","tt7681902","8","Rated on 20 Aug 2021"
"Sorry to Bother You","tt5688932","6","Rated on 20 Aug 2021"
"Booksmart","tt1489887","6","Rated on 20 Aug 2021"
"The Monuments Men","tt2177771","6","Rated on 20 Aug 2021"
"Seabiscuit","tt0329575","6","Rated on 20 Aug 2021"
"The Farewell","tt8637428","8","Rated on 20 Aug 2021"
"Trumbo","tt3203606","7","Rated on 20 Aug 2021"
"Foxcatcher","tt1100089","6","Rated on 20 Aug 2021"
"Vice","tt6266538","5","Rated on 20 Aug 2021"
"Dallas Buyers Club","tt0790636","7","Rated on 20 Aug 2021"
"Man on Wire","tt1155592","8","Rated on 20 Aug 2021"
"La Vie En Rose","tt0450188","6","Rated on 20 Aug 2021"
"The Fisher King","tt0101889","6","Rated on 20 Aug 2021"
"Evangelion: 3.0+1.01 Thrice Upon a Time","tt2458948","6","Rated on 19 Aug 2021"
"The White Lotus","tt13406094","7","Rated on 18 Aug 2021"
"Gossip Girl","tt10653784","5","Rated on 18 Aug 2021"
"American Crime Story","tt2788432","7","Rated on 17 Aug 2021"
"Chef","tt2883512","6","Rated on 17 Aug 2021"
"Bad Education","tt8206668","6","Rated on 17 Aug 2021"
"Munich","tt0408306","5","Rated on 17 Aug 2021"
"On the Rocks","tt9606374","4","Rated on 17 Aug 2021"
"Finding You","tt8760280","6","Rated on 17 Aug 2021"
"Here Today","tt10944596","6","Rated on 17 Aug 2021"
"Val","tt14731254","6","Rated on 17 Aug 2021"
"Tumbledown","tt2338424","3","Rated on 15 Aug 2021"
"The Ghost and the Darkness","tt0116409","4","Rated on 15 Aug 2021"
"Come and Get It","tt0027459","6","Rated on 15 Aug 2021"
"A Farewell to Arms","tt0022879","7","Rated on 15 Aug 2021"
"Respect","tt2452150","5","Rated on 14 Aug 2021"
"Chemical Hearts","tt5843876","4","Rated on 14 Aug 2021"
"Almost Friends","tt4955566","3","Rated on 14 Aug 2021"
"Son of Frankenstein","tt0031951","6","Rated on 14 Aug 2021"
"Close Encounters of the Third Kind","tt0075860","8","Rated on 14 Aug 2021"
"Schmigadoon!","tt11808942","7","Rated on 13 Aug 2021"
"Annette","tt6217926","6","Rated on 13 Aug 2021"
"New York, New York","tt0076451","5","Rated on 11 Aug 2021"
"Thoroughly Modern Millie","tt0062362","2","Rated on 11 Aug 2021"
"My Fair Lady","tt0058385","7","Rated on 10 Aug 2021"
"A Cinderella Story","tt0356470","3","Rated on 09 Aug 2021"
"The Vault","tt9742794","3","Rated on 09 Aug 2021"
"Those Who Wish Me Dead","tt3215824","6","Rated on 09 Aug 2021"
"The Losers","tt0480255","5","Rated on 09 Aug 2021"
"Awkwafina Is Nora from Queens","tt8494614","7","Rated on 09 Aug 2021"
"Sliders","tt0112167","6","Rated on 07 Aug 2021"
"The Simpsons","tt0096697","6","Rated on 07 Aug 2021"
"Goodfellas","tt0099685","9","Rated on 07 Aug 2021"
"Poms","tt5125894","6","Rated on 04 Aug 2021"
"You Only Live Twice","tt0062512","6","Rated on 02 Aug 2021"
"Licence to Kill","tt0097742","5","Rated on 02 Aug 2021"
"That Darn Cat!","tt0059793","5","Rated on 02 Aug 2021"
"The Duchess","tt9310390","6","Rated on 02 Aug 2021"
"Suffragette","tt3077214","6","Rated on 02 Aug 2021"
"Percy Jackson & the Olympians: The Lightning Thief","tt0814255","3","Rated on 02 Aug 2021"
"Limitless","tt4422836","3","Rated on 02 Aug 2021"
"Grey Gardens","tt0073076","8","Rated on 31 Jul 2021"
"Battle of the Sexes","tt4622512","6","Rated on 31 Jul 2021"
"Charlie Bartlett","tt0423977","5","Rated on 31 Jul 2021"
"Tales of the City","tt0106148","6","Rated on 31 Jul 2021"
"The Astronaut Wives Club","tt3530726","7","Rated on 31 Jul 2021"
"Grandma","tt4270516","3","Rated on 31 Jul 2021"
"Bunheads","tt2006848","7","Rated on 31 Jul 2021"
"Dark Shadows","tt1077368","6","Rated on 31 Jul 2021"
"The Other Boleyn Girl","tt0467200","4","Rated on 31 Jul 2021"
"Saved!","tt0332375","6","Rated on 31 Jul 2021"
"The Comeback","tt0434672","7","Rated on 31 Jul 2021"
"We Need to Talk About Kevin","tt1242460","8","Rated on 31 Jul 2021"
"Obvious Child","tt2910274","6","Rated on 31 Jul 2021"
"Brooklyn","tt2381111","5","Rated on 31 Jul 2021"
"Running with Scissors","tt0439289","3","Rated on 31 Jul 2021"
"Down with Love","tt0309530","4","Rated on 31 Jul 2021"
"Stoker","tt1682180","5","Rated on 31 Jul 2021"
"Vanity Fair","tt0241025","5","Rated on 31 Jul 2021"
"Rabbit Hole","tt0935075","7","Rated on 31 Jul 2021"
"Crimson Peak","tt2554274","5","Rated on 31 Jul 2021"
"Only Lovers Left Alive","tt1714915","6","Rated on 31 Jul 2021"
"Roman Holiday","tt0046250","10","Rated on 31 Jul 2021"
"The Green Knight","tt9243804","7","Rated on 30 Jul 2021"
"Little Children","tt0404203","6","Rated on 28 Jul 2021"
"Closer","tt0376541","6","Rated on 28 Jul 2021"
"Bridget Jones's Baby","tt1473832","5","Rated on 28 Jul 2021"
"Lion","tt3741834","7","Rated on 28 Jul 2021"
"The Way Way Back","tt1727388","6","Rated on 28 Jul 2021"
"Big Eyes","tt1126590","6","Rated on 28 Jul 2021"
"Shame","tt1723811","8","Rated on 28 Jul 2021"
"Winter's Bone","tt1399683","7","Rated on 28 Jul 2021"
"Joy","tt2446980","5","Rated on 28 Jul 2021"
"Mona Lisa Smile","tt0304415","5","Rated on 28 Jul 2021"
"Memoirs of a Geisha","tt0397535","5","Rated on 28 Jul 2021"
"Thank You for Smoking","tt0427944","5","Rated on 28 Jul 2021"
"Easy Virtue","tt0808244","5","Rated on 28 Jul 2021"
"Billy Elliot","tt0249462","8","Rated on 28 Jul 2021"
"Wild","tt2305051","6","Rated on 28 Jul 2021"
"Match Point","tt0416320","5","Rated on 28 Jul 2021"
"Tales of the City","tt7087260","6","Rated on 28 Jul 2021"
"Veronica Mars","tt2771372","7","Rated on 28 Jul 2021"
"The Jane Austen Book Club","tt0866437","5","Rated on 28 Jul 2021"
"Rachel Getting Married","tt1084950","6","Rated on 28 Jul 2021"
"Sunshine Cleaning","tt0862846","5","Rated on 28 Jul 2021"
"Lovesick","tt4051832","6","Rated on 28 Jul 2021"
"Girl with a Pearl Earring","tt0335119","5","Rated on 28 Jul 2021"
"Doubt","tt0918927","8","Rated on 28 Jul 2021"
"The Kids Are All Right","tt0842926","6","Rated on 28 Jul 2021"
"Notes on a Scandal","tt0465551","6","Rated on 28 Jul 2021"
"Calendar Girls","tt0337909","5","Rated on 28 Jul 2021"
"Philomena","tt2431286","6","Rated on 28 Jul 2021"
"The Second Best Exotic Marigold Hotel","tt2555736","6","Rated on 28 Jul 2021"
"Steve Jobs","tt2080374","5","Rated on 28 Jul 2021"
"The Best Exotic Marigold Hotel","tt1412386","7","Rated on 28 Jul 2021"
"An Education","tt1174732","6","Rated on 28 Jul 2021"
"Manhattan","tt3231564","7","Rated on 28 Jul 2021"
"Freaky","tt10919380","5","Rated on 26 Jul 2021"
"A Teacher","tt10680614","8","Rated on 25 Jul 2021"
"I Feel Pretty","tt6791096","5","Rated on 24 Jul 2021"
"Ingrid Goes West","tt5962210","3","Rated on 24 Jul 2021"
"Most Likely to Murder","tt6566830","2","Rated on 24 Jul 2021"
"What If","tt1486834","3","Rated on 24 Jul 2021"
"The Village","tt0368447","4","Rated on 24 Jul 2021"
"Smallfoot","tt6182908","5","Rated on 24 Jul 2021"
"Frasier","tt0106004","6","Rated on 24 Jul 2021"
"I Heart Huckabees","tt0356721","4","Rated on 24 Jul 2021"
"The Good Liar","tt5563334","3","Rated on 24 Jul 2021"
"The King","tt7984766","4","Rated on 24 Jul 2021"
"Beautiful Girls","tt0115639","4","Rated on 24 Jul 2021"
"The Producers","tt0395251","4","Rated on 24 Jul 2021"
"They Came Together","tt2398249","1","Rated on 24 Jul 2021"
"Sisters","tt1850457","3","Rated on 24 Jul 2021"
"Baby Mama","tt0871426","3","Rated on 24 Jul 2021"
"Mildred Pierce","tt1492030","4","Rated on 24 Jul 2021"
"The Good Girl","tt0279113","4","Rated on 24 Jul 2021"
"Proof","tt0377107","5","Rated on 24 Jul 2021"
"Rendition","tt0804522","4","Rated on 24 Jul 2021"
"The Post","tt6294822","7","Rated on 24 Jul 2021"
"A Beautiful Day in the Neighborhood","tt3224458","6","Rated on 24 Jul 2021"
"Web Therapy","tt1930123","6","Rated on 24 Jul 2021"
"North","tt0110687","4","Rated on 24 Jul 2021"
"Downhill","tt4558376","4","Rated on 24 Jul 2021"
"The Four Feathers","tt0240510","4","Rated on 24 Jul 2021"
"A Knight's Tale","tt0183790","5","Rated on 24 Jul 2021"
"Smash","tt1825133","7","Rated on 24 Jul 2021"
"I'm Not There","tt0368794","5","Rated on 24 Jul 2021"
"The Hour","tt1778108","9","Rated on 24 Jul 2021"
"The Personal History of David Copperfield","tt6439020","6","Rated on 24 Jul 2021"
"Velvet","tt2955402","7","Rated on 24 Jul 2021"
"The Dangerous Lives of Altar Boys","tt0238924","7","Rated on 24 Jul 2021"
"Panic Room","tt0258000","6","Rated on 24 Jul 2021"
"Flightplan","tt0408790","5","Rated on 24 Jul 2021"
"The Beaver","tt1321860","6","Rated on 24 Jul 2021"
"Carnage","tt1692486","7","Rated on 24 Jul 2021"
"The Brave One","tt0476964","5","Rated on 24 Jul 2021"
"A Star Is Born","tt0047522","8","Rated on 24 Jul 2021"
"The Spy Who Dumped Me","tt6663582","2","Rated on 24 Jul 2021"
"Murder by Numbers","tt0264935","5","Rated on 24 Jul 2021"
"The United States of Leland","tt0301976","6","Rated on 24 Jul 2021"
"Half Nelson","tt0468489","6","Rated on 24 Jul 2021"
"Fracture","tt0488120","5","Rated on 24 Jul 2021"
"Lars and the Real Girl","tt0805564","6","Rated on 24 Jul 2021"
"All Good Things","tt1175709","5","Rated on 24 Jul 2021"
"The Ides of March","tt1124035","5","Rated on 24 Jul 2021"
"The Nice Guys: Word of the Day","tt7532470","6","Rated on 24 Jul 2021"
"Star Trek Beyond","tt2660888","5","Rated on 24 Jul 2021"
"The Other Two","tt8310612","7","Rated on 24 Jul 2021"
"A Very Secret Service","tt4367560","7","Rated on 24 Jul 2021"
"Royal Pains","tt1319735","5","Rated on 24 Jul 2021"
"The Twilight Zone","tt2583620","4","Rated on 24 Jul 2021"
"The Order","tt8295472","4","Rated on 24 Jul 2021"
"Riviera","tt5936448","6","Rated on 24 Jul 2021"
"Counterpart","tt4643084","7","Rated on 24 Jul 2021"
"Pennyworth","tt8425532","6","Rated on 24 Jul 2021"
"Another Life","tt8369840","4","Rated on 24 Jul 2021"
"Girls5eva","tt11650492","6","Rated on 24 Jul 2021"
"Agent Carter","tt3475734","7","Rated on 24 Jul 2021"
"Lost in Space","tt5232792","6","Rated on 24 Jul 2021"
"Angel","tt0162065","5","Rated on 24 Jul 2021"
"His Dark Materials","tt5607976","7","Rated on 24 Jul 2021"
"Kevin Can F**k Himself","tt9257258","6","Rated on 24 Jul 2021"
"The Mysterious Benedict Society","tt11875316","6","Rated on 24 Jul 2021"
"Superman & Lois","tt11192306","5","Rated on 24 Jul 2021"
"Kingdom","tt3673794","6","Rated on 24 Jul 2021"
"Jonathan Strange & Mr Norrell","tt2548418","6","Rated on 24 Jul 2021"
"The Blacklist","tt2741602","4","Rated on 24 Jul 2021"
"Warehouse 13","tt1132290","5","Rated on 24 Jul 2021"
"The Riches","tt0496343","6","Rated on 24 Jul 2021"
"Studio 60 on the Sunset Strip","tt0485842","9","Rated on 24 Jul 2021"
"Eureka","tt0796264","6","Rated on 24 Jul 2021"
"Public Enemies","tt1152836","4","Rated on 24 Jul 2021"
"The Longest Week","tt2064968","4","Rated on 24 Jul 2021"
"20th Century Women","tt4385888","6","Rated on 24 Jul 2021"
"Where'd You Go, Bernadette","tt2365580","5","Rated on 24 Jul 2021"
"Friends with Money","tt0436331","4","Rated on 24 Jul 2021"
"Burn After Reading","tt0887883","5","Rated on 24 Jul 2021"
"Hail, Caesar!","tt0475290","5","Rated on 24 Jul 2021"
"Miss Pettigrew Lives for a Day","tt0970468","6","Rated on 24 Jul 2021"
"Ceremony","tt1341341","5","Rated on 24 Jul 2021"
"Halt and Catch Fire","tt2543312","10","Rated on 24 Jul 2021"
"Pushing Daisies","tt0925266","9","Rated on 24 Jul 2021"
"Shameless","tt0377260","5","Rated on 24 Jul 2021"
"MI-5","tt0160904","6","Rated on 24 Jul 2021"
"30 Rock","tt0496424","5","Rated on 24 Jul 2021"
"Chilling Adventures of Sabrina","tt7569592","6","Rated on 24 Jul 2021"
"Dash & Lily","tt1758589","8","Rated on 24 Jul 2021"
"Ginny & Georgia","tt10813940","6","Rated on 24 Jul 2021"
"The Baby-Sitters Club","tt8690518","6","Rated on 24 Jul 2021"
"Julie and the Phantoms","tt10183988","8","Rated on 24 Jul 2021"
"Someone Has to Die","tt10311932","6","Rated on 24 Jul 2021"
"Me Before You","tt2674426","6","Rated on 24 Jul 2021"
"Yes, God, Yes","tt8949056","5","Rated on 23 Jul 2021"
"Lady Bird","tt4925292","6","Rated on 23 Jul 2021"
"Boy Erased","tt7008872","6","Rated on 23 Jul 2021"
"AJ and the Queen","tt8404094","6","Rated on 23 Jul 2021"
"Carol","tt2402927","6","Rated on 23 Jul 2021"
"A Single Man","tt1315981","7","Rated on 23 Jul 2021"
"God's Own Country","tt5635086","6","Rated on 23 Jul 2021"
"The New Pope","tt7157248","7","Rated on 23 Jul 2021"
"The Young Pope","tt3655448","6","Rated on 23 Jul 2021"
"The Carrie Diaries","tt2056366","5","Rated on 23 Jul 2021"
"Game of Thrones","tt0944947","6","Rated on 23 Jul 2021"
"Nip/Tuck","tt0361217","4","Rated on 23 Jul 2021"
"Emily in Paris","tt8962124","4","Rated on 23 Jul 2021"
"Trinkets","tt9134194","6","Rated on 23 Jul 2021"
"London Spy","tt4108134","7","Rated on 23 Jul 2021"
"Why Women Kill","tt9054904","6","Rated on 23 Jul 2021"
"The Americans","tt2149175","8","Rated on 23 Jul 2021"
"The Fall","tt2294189","7","Rated on 23 Jul 2021"
"Looking","tt4552118","7","Rated on 23 Jul 2021"
"Sex and the City","tt0159206","6","Rated on 23 Jul 2021"
"Looking","tt2581458","7","Rated on 23 Jul 2021"
"Killing Eve","tt7016936","8","Rated on 23 Jul 2021"
"Scream Queens","tt4145384","3","Rated on 23 Jul 2021"
"Years and Years","tt8694364","9","Rated on 23 Jul 2021"
"White Collar","tt1358522","5","Rated on 23 Jul 2021"
"United States of Tara","tt1001482","6","Rated on 23 Jul 2021"
"Hollywood","tt9827854","6","Rated on 23 Jul 2021"
"The Magicians","tt4254242","5","Rated on 23 Jul 2021"
"Feud","tt1984119","7","Rated on 23 Jul 2021"
"The End of the F***ing World","tt6257970","6","Rated on 23 Jul 2021"
"The Undoing","tt8134470","3","Rated on 23 Jul 2021"
"American Horror Story","tt1844624","6","Rated on 23 Jul 2021"
"Gilmore Girls","tt0238784","8","Rated on 23 Jul 2021"
"Girls","tt1723816","4","Rated on 23 Jul 2021"
"Lost","tt0411008","5","Rated on 23 Jul 2021"
"The Affair","tt2699110","5","Rated on 23 Jul 2021"
"Billions","tt4270492","7","Rated on 23 Jul 2021"
"The Sinner","tt6048596","7","Rated on 23 Jul 2021"
"How to Get Away with Murder","tt3205802","5","Rated on 23 Jul 2021"
"Bodyguard","tt7493974","6","Rated on 23 Jul 2021"
"Sharp Objects","tt2649356","7","Rated on 23 Jul 2021"
"The Politician","tt7971476","6","Rated on 23 Jul 2021"
"The Night Manager","tt1399664","7","Rated on 23 Jul 2021"
"Suits","tt1632701","4","Rated on 23 Jul 2021"
"Homeland","tt1796960","7","Rated on 23 Jul 2021"
"Santa Clarita Diet","tt5580540","6","Rated on 23 Jul 2021"
"Broadchurch","tt2249364","8","Rated on 23 Jul 2021"
"Unbreakable Kimmy Schmidt","tt3339966","5","Rated on 23 Jul 2021"
"Dead to Me","tt8064302","8","Rated on 23 Jul 2021"
"Gilmore Girls: A Year in the Life","tt5435008","7","Rated on 23 Jul 2021"
"Weeds","tt0439100","7","Rated on 23 Jul 2021"
"Gossip Girl","tt0397442","6","Rated on 23 Jul 2021"
"Scandal","tt1837576","6","Rated on 23 Jul 2021"
"Glee","tt1327801","5","Rated on 23 Jul 2021"
"Will & Grace","tt0157246","7","Rated on 23 Jul 2021"
"24","tt0285331","5","Rated on 23 Jul 2021"
"Buffy the Vampire Slayer","tt0118276","7","Rated on 23 Jul 2021"
"The Closer","tt0458253","6","Rated on 23 Jul 2021"
"Lucifer","tt4052886","6","Rated on 23 Jul 2021"
"Big Little Lies","tt3920596","7","Rated on 23 Jul 2021"
"What We Do in the Shadows","tt7908628","8","Rated on 23 Jul 2021"
"Shameless","tt1586680","6","Rated on 23 Jul 2021"
"Doctor Who","tt0436992","6","Rated on 23 Jul 2021"
"Mr. Robot","tt4158110","7","Rated on 23 Jul 2021"
"Twin Peaks","tt4093826","7","Rated on 23 Jul 2021"
"Pose","tt7562112","8","Rated on 23 Jul 2021"
"The Newsroom","tt1870479","5","Rated on 23 Jul 2021"
"Dexter","tt0773262","5","Rated on 23 Jul 2021"
"Mindhunter","tt5290382","7","Rated on 23 Jul 2021"
"The X-Files","tt0106179","9","Rated on 23 Jul 2021"
"Parks and Recreation","tt1266020","8","Rated on 23 Jul 2021"
"Mad Men","tt0804503","8","Rated on 23 Jul 2021"
"Battlestar Galactica","tt0407362","7","Rated on 23 Jul 2021"
"House of Cards","tt1856010","7","Rated on 23 Jul 2021"
"Arrested Development","tt0367279","7","Rated on 23 Jul 2021"
"Curb Your Enthusiasm","tt0264235","6","Rated on 23 Jul 2021"
"Fargo","tt2802850","6","Rated on 23 Jul 2021"
"True Detective","tt2356777","7","Rated on 23 Jul 2021"
"Cosmos","tt0081846","8","Rated on 23 Jul 2021"
"The Boss Baby: Family Business","tt6932874","4","Rated on 23 Jul 2021"
"Freaks and Geeks","tt0193676","10","Rated on 23 Jul 2021"
"Six Feet Under","tt0248654","9","Rated on 23 Jul 2021"
"Alias","tt0285333","6","Rated on 23 Jul 2021"
"The Sister","tt10642480","3","Rated on 23 Jul 2021"
"Catch-22","tt5056196","8","Rated on 23 Jul 2021"
"High Fidelity","tt8577458","7","Rated on 23 Jul 2021"
"The United States vs. Billie Holiday","tt8521718","5","Rated on 23 Jul 2021"
"The Great","tt2235759","7","Rated on 23 Jul 2021"
"Veronica Mars","tt0412253","8","Rated on 23 Jul 2021"
"Modern Family","tt1442437","6","Rated on 23 Jul 2021"
"American Horror Stories","tt12306692","5","Rated on 23 Jul 2021"
"The Handmaid's Tale","tt5834204","6","Rated on 23 Jul 2021"
"Mariah Carey's Magical Christmas Special","tt13017992","5","Rated on 23 Jul 2021"
"1971: The Year That Music Changed Everything","tt14544732","8","Rated on 23 Jul 2021"
"Dickinson","tt8518136","7","Rated on 23 Jul 2021"
"Palmer","tt6857376","6","Rated on 23 Jul 2021"
"Cherry","tt9130508","6","Rated on 23 Jul 2021"
"Defending Jacob","tt2304589","6","Rated on 23 Jul 2021"
"For All Mankind","tt7772588","8","Rated on 23 Jul 2021"
"The Morning Show","tt7203552","6","Rated on 23 Jul 2021"
"Ted Lasso","tt10986410","8","Rated on 23 Jul 2021"
"Homecoming: A Film by Beyoncé","tt10147546","6","Rated on 23 Jul 2021"
"Morocco: Love in Times of War","tt6740146","5","Rated on 23 Jul 2021"
"Wine Country","tt8169446","3","Rated on 23 Jul 2021"
"Teenage Bounty Hunters","tt10584608","8","Rated on 23 Jul 2021"
"Living with Yourself","tt8880894","6","Rated on 23 Jul 2021"
"Death Note","tt1241317","3","Rated on 23 Jul 2021"
"Maniac","tt5580146","5","Rated on 23 Jul 2021"
"Outlaw King","tt6679794","4","Rated on 23 Jul 2021"
"Halston","tt9569546","7","Rated on 23 Jul 2021"
"Grace and Frankie","tt3609352","8","Rated on 23 Jul 2021"
"The Punisher","tt5675620","4","Rated on 23 Jul 2021"
"Riverdale","tt5420376","4","Rated on 23 Jul 2021"
"Outer Banks","tt10293938","7","Rated on 23 Jul 2021"
"Bridgerton","tt8740790","6","Rated on 23 Jul 2021"
"Good Girls","tt6474378","5","Rated on 23 Jul 2021"
"The Kominsky Method","tt7255502","6","Rated on 23 Jul 2021"
"Ozark","tt5071412","7","Rated on 23 Jul 2021"
"The Crown","tt4786824","7","Rated on 23 Jul 2021"
"Atypical","tt6315640","8","Rated on 23 Jul 2021"
"Sex/Life","tt10839422","3","Rated on 23 Jul 2021"
"Órbita 9","tt3469798","5","Rated on 23 Jul 2021"
"The Neighbor","tt9731222","7","Rated on 23 Jul 2021"
"Home for Christmas","tt10069398","6","Rated on 23 Jul 2021"
"Babylon Berlin","tt4378376","9","Rated on 23 Jul 2021"
"The Rain","tt6656238","5","Rated on 23 Jul 2021"
"Elite","tt7134908","7","Rated on 23 Jul 2021"
"Continuum","tt1954347","8","Rated on 23 Jul 2021"
"Orphan Black","tt2234222","9","Rated on 23 Jul 2021"
"Sense8","tt2431438","8","Rated on 23 Jul 2021"
"Altered Carbon","tt2261227","5","Rated on 23 Jul 2021"
"The Umbrella Academy","tt1312171","6","Rated on 23 Jul 2021"
"Sex Education","tt7767422","9","Rated on 23 Jul 2021"
"13 Reasons Why","tt1837492","6","Rated on 23 Jul 2021"
"Black Mirror: Bandersnatch","tt9495224","6","Rated on 23 Jul 2021"
"Black Mirror","tt2085059","10","Rated on 23 Jul 2021"
"Dark","tt5753856","7","Rated on 23 Jul 2021"
"Sherlock","tt1475582","9","Rated on 23 Jul 2021"
"Daredevil","tt3322312","5","Rated on 23 Jul 2021"
"Iron Fist","tt3322310","3","Rated on 23 Jul 2021"
"Luke Cage","tt3322314","5","Rated on 23 Jul 2021"
"Jessica Jones","tt2357547","8","Rated on 23 Jul 2021"
"Penny Dreadful","tt2628232","6","Rated on 23 Jul 2021"
"Lovecraft Country","tt6905686","7","Rated on 23 Jul 2021"
"Watchmen","tt7049682","8","Rated on 23 Jul 2021"
"Barry","tt5348176","8","Rated on 23 Jul 2021"
"Veep","tt1759761","8","Rated on 23 Jul 2021"
"The New Adventures of Old Christine","tt0462128","6","Rated on 23 Jul 2021"
"Old","tt10954652","6","Rated on 23 Jul 2021"
"Ordinary People","tt0081283","8","Rated on 22 Jul 2021"
"Leave No Trace","tt3892172","8","Rated on 22 Jul 2021"
"Never Have I Ever","tt10062292","9","Rated on 22 Jul 2021"
"White Nights","tt0090319","7","Rated on 22 Jul 2021"
"The Opposite Sex","tt0049578","4","Rated on 20 Jul 2021"
"Milk","tt1013753","8","Rated on 19 Jul 2021"
"Happy Feet","tt0366548","5","Rated on 19 Jul 2021"
