"AwardCeremony","FilmID","FilmName","Your.Rating","IMDb.Rating","Num.Votes","Nominations","Losses","Wins"
"25-1953","tt0044509","Come Back, Little Sheba",NA,7.5,5320,3,2,1
"25-1953","tt0044539","Desert Killer",2,5.1,123,1,1,0
"25-1953","tt0044548","Devil Take Us",NA,NA,NA,2,2,0
"25-1953","tt0044590","The Garden Spider",NA,NA,NA,1,1,0
"25-1953","tt0044621","Flat Top",NA,5.9,533,1,1,0
"25-1953","tt0044672","The Greatest Show on Earth",NA,6.5,15739,5,3,2
"25-1953","tt0044685","Hans Christian Andersen",NA,6.8,4145,6,6,0
"25-1953","tt0044706","High Noon",NA,8,108957,7,3,4
"25-1953","tt0044713","The Hoaxters",NA,5.5,200,1,1,0
"25-1953","tt0044760","Ivanhoe",NA,6.7,10047,3,3,0
"25-1953","tt0044765","The Jazz Singer",NA,5.7,404,1,1,0
"25-1953","tt0044782","Just for You",NA,6,401,1,1,0
"25-1953","tt0044829","The Lavender Hill Mob",NA,7.5,15288,2,1,1
"25-1953","tt0044836","Light in the Window",NA,5.4,23,1,0,1
"25-1953","tt0044865","Madeline",7,6.6,234,1,1,0
"25-1953","tt0044870","Man Alive!",3,5.4,56,1,1,0
"25-1953","tt0044876","The Man in the White Suit",NA,7.3,10606,1,1,0
"25-1953","tt0044896","The Member of the Wedding",NA,6.8,1561,1,1,0
"25-1953","tt0044900","The Merry Widow",NA,5.7,658,2,2,0
"25-1953","tt0044903","Million Dollar Mermaid",NA,6.5,1762,1,1,0
"25-1953","tt0044905","The Miracle of Our Lady of Fatima",NA,6.7,1401,1,1,0
"25-1953","tt0044926","Moulin Rouge",NA,7,6345,7,5,2
"25-1953","tt0044937","My Cousin Rachel",NA,7,3323,4,4,0
"25-1953","tt0044941","My Son John",NA,5.5,689,1,1,0
"25-1953","tt0044954","The Narrow Margin",7,7.6,8468,1,1,0
"25-1953","tt0044955","Navajo",NA,5.9,164,2,2,0
"25-1953","tt0044958","Neighbours",9,7.9,3802,2,1,1
"25-1953","tt0045012","Pat and Mike",NA,6.9,6086,1,1,0
"25-1953","tt0045033","Pink and Blue Blues",4,5.8,135,1,1,0
"25-1953","tt0045039","Plymouth Adventure",NA,6.2,1625,1,0,1
"25-1953","tt0045049","The Pride of St. Louis",NA,6.5,766,1,1,0
"25-1953","tt0045056","The Promoter",NA,7.1,1738,1,1,0
"25-1953","tt0045061","The Quiet Man",8,7.7,41535,7,5,2
"25-1953","tt0045100","The Romance of Transportation in Canada",3,6.3,158,1,1,0
"25-1953","tt0045108","Royal Scotland",NA,5.7,32,1,1,0
"25-1953","tt0045152","Singin' in the Rain",6,8.3,256285,2,2,0
"25-1953","tt0045161","The Sniper",7,7.1,3665,1,1,0
"25-1953","tt0045162","The Snows of Kilimanjaro",NA,6.1,5758,2,2,0
"25-1953","tt0045177","Son of Paleface",NA,6.8,2453,1,1,0
"25-1953","tt0045186","The Star",NA,7,4095,1,1,0
"25-1953","tt0045205","Sudden Fear",NA,7.5,7156,4,4,0
"25-1953","tt0045228","Thar She Blows!",NA,NA,NA,1,1,0
"25-1953","tt0045230","The Thief",NA,6.7,1230,1,1,0
"25-1953","tt0045296","Viva Zapata!",NA,7.3,12252,5,4,1
"25-1953","tt0045314","Water Birds",NA,6.6,308,1,0,1
"25-1953","tt0045333","With a Song in My Heart",NA,6.7,1477,5,4,1
"25-1953","tt0045937","Johann Mouse",6,7.4,1640,1,0,1
"25-1953","tt0046005","Little Johnny Jet",5,6.9,590,1,1,0
"26-1954","tt0043964","Return to Glennascaul",8,6.9,892,1,1,0
"26-1954","tt0044324","Above and Beyond",NA,6.9,1325,2,2,0
"26-1954","tt0044631","The Four Poster",NA,6.5,222,1,1,0
"26-1954","tt0044953","The Naked Spur",NA,7.3,12481,1,1,0
"26-1954","tt0045231","This Is Cinerama",NA,6.9,551,1,1,0
"26-1954","tt0045464","The 5,000 Fingers of Dr. T.",NA,6.7,4403,1,1,0
"26-1954","tt0045471","The Actress",NA,6.4,1488,1,1,0
"26-1954","tt0045485","The Alaskan Eskimo",5,6.5,98,1,0,1
"26-1954","tt0045494","All the Brothers Were Valiant",NA,6.2,1097,1,1,0
"26-1954","tt0045537","The Band Wagon",6,7.4,12298,3,3,0
"26-1954","tt0045545","Bear Country",NA,7.7,166,1,0,1
"26-1954","tt0045550","Ben and Me",4,7.4,1003,1,1,0
"26-1954","tt0045551","Beneath the 12-Mile Reef",NA,5.7,1558,1,1,0
"26-1954","tt0045589","The Caddy",NA,6.4,2335,1,1,0
"26-1954","tt0045591","Calamity Jane",NA,7.2,10642,3,2,1
"26-1954","tt0045592","Call Me Madam",NA,6.7,1441,2,1,1
"26-1954","tt0045607","The Captain's Paradise",NA,6.8,1779,1,1,0
"26-1954","tt0045625","Christ Among the Primitives",NA,4.2,11,1,1,0
"26-1954","tt0045626","Christopher Crumpet",6,6.6,198,1,1,0
"26-1954","tt0045646","The Conquest of Everest",7,7.3,862,1,1,0
"26-1954","tt0045656","Crazylegs",NA,5.2,122,1,1,0
"26-1954","tt0045659","The Cruel Sea",NA,7.4,5328,1,1,0
"26-1954","tt0045679","The Desert Rats",NA,6.7,5239,1,1,0
"26-1954","tt0045706","Dream Wife",NA,5.9,2198,1,1,0
"26-1954","tt0045793","From Here to Eternity",8,7.6,50163,12,4,8
"26-1954","tt0045858","Herring Hunt",4,5.2,46,1,1,0
"26-1954","tt0045883","Hondo",NA,7,12181,2,2,0
"26-1954","tt0045891","How to Marry a Millionaire",NA,6.8,24364,1,1,0
"26-1954","tt0045940","Joy of Living",NA,NA,NA,1,1,0
"26-1954","tt0045943","Julius Caesar",NA,7.2,12585,5,4,1
"26-1954","tt0045963","Kiss Me Kate",NA,7,6704,1,1,0
"26-1954","tt0045966","Knights of the Round Table",NA,6.2,3984,2,2,0
"26-1954","tt0046000","Lili",NA,7.3,3880,6,5,1
"26-1954","tt0046004","Little Fugitive",NA,7.5,2990,1,1,0
"26-1954","tt0046007","The Living City",5,5.4,37,1,1,0
"26-1954","tt0046008","The Living Desert",NA,7.4,1681,1,0,1
"26-1954","tt0046051","Martin Luther",NA,6.8,648,2,2,0
"26-1954","tt0046076","Miss Sadie Thompson",NA,5.9,1671,1,1,0
"26-1954","tt0046080","The Mississippi Gambler",NA,6.7,811,1,1,0
"26-1954","tt0046085","Mogambo",NA,6.6,8891,2,2,0
"26-1954","tt0046094","The Moon Is Blue",NA,6.7,2478,3,3,0
"26-1954","tt0046146","Operation Blue Jay",6,6.1,32,1,1,0
"26-1954","tt0046154","Overture to The Merry Wives of Windsor",NA,6.2,152,1,0,1
"26-1954","tt0046187","Pickup on South Street",8,7.6,15877,1,1,0
"26-1954","tt0046204","The President's Lady",NA,6.8,964,2,2,0
"26-1954","tt0046222","A Queen Is Crowned",NA,6.9,168,1,1,0
"26-1954","tt0046247","The Robe",NA,6.7,11328,5,3,2
"26-1954","tt0046250","Roman Holiday",10,8,145602,10,7,3
"26-1954","tt0046256","Rugged Bear",6,7.3,631,1,1,0
"26-1954","tt0046303","Shane",NA,7.6,43482,5,4,1
"26-1954","tt0046330","Small Town Girl",NA,6.4,912,1,1,0
"26-1954","tt0046359","Stalag 17",NA,8,58018,3,2,1
"26-1954","tt0046374","The Story of Three Loves",NA,6.8,1448,1,1,0
"26-1954","tt0046398","Take the High Ground!",NA,6,1095,1,1,0
"26-1954","tt0046408","The Tell-Tale Heart",10,7.5,2175,1,1,0
"26-1954","tt0046420","They Planted a Stone",5,6,31,1,1,0
"26-1954","tt0046435","Titanic",NA,7,7537,2,1,1
"26-1954","tt0046442","Toot, Whistle, Plunk and Boom",7,7.1,1534,1,0,1
"26-1954","tt0046446","Torch Song",NA,5.6,1487,1,1,0
"26-1954","tt0046506","Vesuvius Express",NA,6.7,17,1,1,0
"26-1954","tt0046534","The War of the Worlds",7,7,38002,3,2,1
"26-1954","tt0046537","Wee Water Wonders",NA,NA,NA,1,1,0
"26-1954","tt0046554","Winter Paradise",NA,NA,NA,1,1,0
"26-1954","tt0046559","The Word",NA,NA,NA,1,1,0
"26-1954","tt0046564","Young Bess",NA,6.6,1777,2,2,0
"26-1954","tt0047001","From A to Z-Z-Z-Z",7,7.6,606,1,1,0
"27-1955","tt0043686","Forbidden Games",NA,8,12933,1,1,0
"27-1955","tt0044386","Robinson Crusoe",NA,6.7,4424,1,1,0
"27-1955","tt0045034","Le Plaisir",NA,7.6,5224,1,1,0
"27-1955","tt0045808","Genevieve",NA,7.1,3375,2,2,0
"27-1955","tt0045935","Gate of Hell",NA,7.1,4163,1,0,1
"27-1955","tt0046022","The Earrings of Madame De...",8,7.9,10892,1,1,0
"27-1955","tt0046159","Bread, Love and Dreams",NA,6.9,2122,1,1,0
"27-1955","tt0046366","Indiscretion of an American Wife",NA,6.2,3116,1,1,0
"27-1955","tt0046672","20,000 Leagues Under the Sea",8,7.2,36519,3,1,2
"27-1955","tt0046754","The Barefoot Contessa",NA,6.9,12249,2,1,1
"27-1955","tt0046760","Beauty and the Bull",NA,5.3,129,1,1,0
"27-1955","tt0046807","Brigadoon",6,6.8,9156,3,3,0
"27-1955","tt0046808","Broken Lance",NA,6.9,4223,2,1,1
"27-1955","tt0046816","The Caine Mutiny",NA,7.7,29413,7,7,0
"27-1955","tt0046828","Carmen Jones",NA,6.8,5836,2,2,0
"27-1955","tt0046874","The Country Girl",NA,7.2,6490,7,5,2
"27-1955","tt0046903","Désirée",NA,6.3,3377,2,2,0
"27-1955","tt0046949","The Egyptian",NA,6.5,4376,1,1,0
"27-1955","tt0046963","Executive Suite",NA,7.4,4520,4,4,0
"27-1955","tt0046981","The First Piano Quartette",NA,6,29,1,1,0
"27-1955","tt0047030","The Glenn Miller Story",6,7.3,9568,3,2,1
"27-1955","tt0047073","Hell and High Water",NA,6.1,2179,1,1,0
"27-1955","tt0047086","The High and the Mighty",NA,6.7,6356,5,4,1
"27-1955","tt0047123","It Should Happen to You",NA,7.2,4411,1,1,0
"27-1955","tt0047131","Jet Carrier",NA,4.9,16,2,2,0
"27-1955","tt0047152","Knock on Wood",NA,6.7,1135,1,1,0
"27-1955","tt0047203","Magnificent Obsession",NA,7,7397,1,1,0
"27-1955","tt0047279","Night People",NA,6.5,1453,1,1,0
"27-1955","tt0047296","On the Waterfront",9,8.1,162269,10,2,8
"27-1955","tt0047353","Pigs Is Pigs",NA,7,448,1,1,0
"27-1955","tt0047396","Rear Window",9,8.5,514291,4,4,0
"27-1955","tt0047400","Red Garters",NA,5.9,442,1,1,0
"27-1955","tt0047404","Rembrandt: A Self-Portrait",NA,6.4,24,1,1,0
"27-1955","tt0047424","Rogue Cop",NA,6.6,1000,1,1,0
"27-1955","tt0047437","Sabrina",7,7.6,69259,6,5,1
"27-1955","tt0047472","Seven Brides for Seven Brothers",6,7.3,26651,5,4,1
"27-1955","tt0047485","Siam",NA,5.7,47,1,1,0
"27-1955","tt0047494","The Silver Chalice",NA,4.6,1767,2,2,0
"27-1955","tt0047522","A Star Is Born",8,7.5,19367,6,6,0
"27-1955","tt0047530","The Stratford Adventure",4,6.5,62,1,1,0
"27-1955","tt0047531","Strauss Fantasy",NA,6.9,118,1,1,0
"27-1955","tt0047550","Susan Slept Here",NA,6.4,2114,2,2,0
"27-1955","tt0047573","Them!",NA,7.2,23750,1,1,0
"27-1955","tt0047574","There's No Business Like Show Business",NA,6.4,6606,3,3,0
"27-1955","tt0047578","This Mechanical Age",NA,6.5,56,1,0,1
"27-1955","tt0047580","Three Coins in the Fountain",NA,6.2,3662,3,1,2
"27-1955","tt0047585","Thursday's Children",NA,7.3,381,1,0,1
"27-1955","tt0047587","A Time Out of War",NA,6.6,220,1,0,1
"27-1955","tt0047600","Touché, Pussy Cat!",7,7.3,949,1,1,0
"27-1955","tt0047642","The Vanishing Prairie",NA,7.2,777,1,0,1
"27-1955","tt0047672","When Magoo Flew",5,6.3,473,1,0,1
"27-1955","tt0047673","White Christmas",5,7.6,50016,1,1,0
"27-1955","tt0047959","Crazy Mixed Up Pup",7,7.2,309,1,1,0
"27-1955","tt0048581","Sandy Claws",6,6.9,465,1,1,0
"28-1956","tt0045030","The Pickwick Papers",NA,6.9,600,1,1,0
"28-1956","tt0046478","Ugetsu",9,8.2,25330,1,1,0
"28-1956","tt0046487","Monsieur Hulot's Holiday",NA,7.3,19914,1,1,0
"28-1956","tt0046806","The Bridges at Toko-Ri",NA,6.7,6245,2,1,1
"28-1956","tt0046889","The Dam Busters",NA,7.4,11184,1,1,0
"28-1956","tt0047250","The Sheep Has Five Legs",NA,6.7,683,1,1,0
"28-1956","tt0047791","24 Hour Alert",NA,6.4,149,1,1,0
"28-1956","tt0047792","3rd Ave. El",6,6.8,91,1,1,0
"28-1956","tt0047849","Bad Day at Black Rock",NA,7.7,23772,3,3,0
"28-1956","tt0047860","Battle Cry",NA,6.4,2597,1,1,0
"28-1956","tt0047862","The Battle of Gettysburg",4,6.5,293,2,2,0
"28-1956","tt0047885","Blackboard Jungle",NA,7.4,9716,4,4,0
"28-1956","tt0047956","The Court-Martial of Billy Mitchell",NA,6.8,2232,1,1,0
"28-1956","tt0047969","Daddy Long Legs",NA,6.7,4224,3,3,0
"28-1956","tt0048028","East of Eden",6,7.8,48207,4,3,1
"28-1956","tt0048049","The Face of Lincoln",6,6.1,73,2,1,1
"28-1956","tt0048106","Gadgets Galore",7,6.3,137,1,1,0
"28-1956","tt0048131","Good Will to Men",7,7,480,1,1,0
"28-1956","tt0048140","Guys and Dolls",7,7.1,18911,4,4,0
"28-1956","tt0048151","Crèvecoeur",NA,6.3,27,1,1,0
"28-1956","tt0048157","The Unconquered",NA,7.1,147,1,0,1
"28-1956","tt0048191","I'll Cry Tomorrow",NA,7.2,2422,4,3,1
"28-1956","tt0048210","Interrupted Melody",NA,6.7,1170,3,2,1
"28-1956","tt0048216","It's Always Fair Weather",NA,7,3860,2,2,0
"28-1956","tt0048292","The Legend of Rockabye Point",5,7.2,420,1,1,0
"28-1956","tt0048316","Love Is a Many-Splendored Thing",NA,6.4,5292,8,5,3
"28-1956","tt0048317","Love Me or Leave Me",NA,7.1,4643,6,5,1
"28-1956","tt0048337","A Man Called Peter",NA,7.1,1111,1,1,0
"28-1956","tt0048347","The Man with the Golden Arm",6,7.3,12047,3,3,0
"28-1956","tt0048356","Marty",8,7.7,26457,8,4,4
"28-1956","tt0048369","Men Against the Arctic",7,5.7,80,1,0,1
"28-1956","tt0048380","Mister Roberts",NA,7.6,18005,3,2,1
"28-1956","tt0048425","No Hunting",5,6.9,463,1,1,0
"28-1956","tt0048432","Not as a Stranger",NA,6.7,2467,1,1,0
"28-1956","tt0048445","Oklahoma!",NA,7,13773,4,2,2
"28-1956","tt0048447","On the Twelfth Day...",6,7.2,135,1,1,0
"28-1956","tt0048484","Pete Kelly's Blues",NA,6.3,1485,1,1,0
"28-1956","tt0048491","Picnic",NA,7,9677,6,4,2
"28-1956","tt0048513","The Private War of Major Benson",NA,6.5,956,1,1,0
"28-1956","tt0048527","Queen Bee",NA,6.7,2540,2,2,0
"28-1956","tt0048538","The Rains of Ranchipur",NA,5.8,1122,1,1,0
"28-1956","tt0048545","Rebel Without a Cause",8,7.6,96592,3,3,0
"28-1956","tt0048563","The Rose Tattoo",NA,6.9,4517,8,5,3
"28-1956","tt0048604","The Seven Little Foys",NA,6.7,1607,1,1,0
"28-1956","tt0048649","Speedy Gonzales",6,7.2,2377,1,0,1
"28-1956","tt0048667","Strategic Air Command",NA,6.3,4018,1,1,0
"28-1956","tt0048673","Summertime",6,7.1,9805,2,2,0
"28-1956","tt0048677","Survival City",NA,5.6,20,1,0,1
"28-1956","tt0048683","Switzerland",6,7,43,1,1,0
"28-1956","tt0048705","The Tender Trap",NA,6.3,2827,1,1,0
"28-1956","tt0048718","Three Kisses",6,5.4,20,1,1,0
"28-1956","tt0048728","To Catch a Thief",8,7.4,78397,3,2,1
"28-1956","tt0048748","Trial",NA,6.8,1170,1,1,0
"28-1956","tt0048762","Unchained",NA,6.1,224,1,1,0
"28-1956","tt0048791","The Virgin Queen",NA,6.6,3031,1,1,0
"29-1957","tt0045274","Umberto D.",9,8.2,27663,1,1,0
"29-1957","tt0046149","The Proud and the Beautiful",NA,7.2,896,1,1,0
"29-1957","tt0046593","The Magical World of Disney",6,8.4,2226,1,1,0
"29-1957","tt0047478","Seven Samurai",8,8.6,361632,2,2,0
"29-1957","tt0047528","La strada",7,8,65895,2,1,1
"29-1957","tt0048166","High Society",NA,6.1,389,1,1,0
"29-1957","tt0048281","The Ladykillers",6,7.6,30947,1,1,0
"29-1957","tt0048523","Qivitoq",NA,6.7,300,1,1,0
"29-1957","tt0048947","Anastasia",NA,7,9173,2,1,1
"29-1957","tt0048960","Around the World in 80 Days",NA,6.7,29230,8,3,5
"29-1957","tt0048973","Baby Doll",NA,7.3,8153,4,4,0
"29-1957","tt0048977","The Bad Seed",7,7.4,15478,3,3,0
"29-1957","tt0048980","The Red Balloon",8,8.1,19763,1,0,1
"29-1957","tt0049000","The Bespoke Overcoat",NA,7.1,461,1,0,1
"29-1957","tt0049002","The Best Things in Life Are Free",NA,5.9,375,1,1,0
"29-1957","tt0049004","Between Heaven and Hell",NA,6.6,1478,1,1,0
"29-1957","tt0049012","The Burmese Harp",NA,8,6348,1,1,0
"29-1957","tt0049022","The Bold and the Brave",NA,5.9,251,2,2,0
"29-1957","tt0049030","The Brave One",NA,6.6,1050,3,2,1
"29-1957","tt0049038","Bus Stop",6,6.3,12624,1,1,0
"29-1957","tt0049081","A City Decides",NA,6.2,30,1,1,0
"29-1957","tt0049099","Cow Dog",NA,7.5,19,1,1,0
"29-1957","tt0049102","Crashing the Water Barrier",NA,6,166,1,0,1
"29-1957","tt0049124","The Dark Wave",NA,NA,NA,2,2,0
"29-1957","tt0049170","The Eddy Duchin Story",NA,6.8,2128,4,4,0
"29-1957","tt0049223","Forbidden Planet",NA,7.5,52367,1,1,0
"29-1957","tt0049233","Friendly Persuasion",NA,7.3,7592,6,6,0
"29-1957","tt0049258","Gerald McBoing! Boing! on Planet Moo",6,6,315,1,1,0
"29-1957","tt0049259","Gervaise",NA,7.4,1618,1,1,0
"29-1957","tt0049261","Giant",7,7.6,41649,9,8,1
"29-1957","tt0049291","The Harder They Fall",NA,7.5,8890,1,1,0
"29-1957","tt0049293","The Captain from Köpenick",NA,7.2,1864,1,1,0
"29-1957","tt0049314","High Society",6,6.9,17221,2,2,0
"29-1957","tt0049338","The House Without a Name",NA,NA,NA,1,1,0
"29-1957","tt0049349","Where Mountains Float",NA,7.2,23,1,1,0
"29-1957","tt0049352","I Never Forget a Face",NA,6.3,104,1,1,0
"29-1957","tt0049380","The Jaywalker",4,6.3,139,1,1,0
"29-1957","tt0049388","Julie",NA,6.2,2180,2,2,0
"29-1957","tt0049408","The King and I",NA,7.4,27624,9,4,5
"29-1957","tt0049456","Lust for Life",NA,7.3,12341,4,3,1
"29-1957","tt0049470","The Man Who Knew Too Much",7,7.4,68363,1,0,1
"29-1957","tt0049490","Meet Me in Las Vegas",NA,6.1,968,1,1,0
"29-1957","tt0049510","Magoo's Puddle Jumper",5,5.4,371,1,0,1
"29-1957","tt0049518","The Silent World",NA,7,1777,1,0,1
"29-1957","tt0049538","The Naked Eye",NA,6.2,22,1,1,0
"29-1957","tt0049635","The Power and the Prize",NA,6.1,416,1,1,0
"29-1957","tt0049640","The Proud and Profane",NA,6.1,627,2,2,0
"29-1957","tt0049653","The Rainmaker",NA,6.9,4229,2,2,0
"29-1957","tt0049674","Richard III",NA,7.4,5085,1,1,0
"29-1957","tt0049709","Samoa",NA,5.9,40,1,1,0
"29-1957","tt0049777","The Solid Gold Cadillac",7,7.5,2192,2,1,1
"29-1957","tt0049778","Somebody Up There Likes Me",NA,7.5,8884,3,1,2
"29-1957","tt0049791","Stagecoach to Fury",NA,5.9,143,1,1,0
"29-1957","tt0049831","Teenage Rebel",NA,6.1,387,2,2,0
"29-1957","tt0049833","The Ten Commandments",7,7.9,75862,7,6,1
"29-1957","tt0049855","Time Stood Still",NA,NA,NA,1,1,0
"29-1957","tt0049885","The True Story of the Civil War",NA,6.5,44,1,0,1
"29-1957","tt0049934","War and Peace",NA,6.7,10708,3,3,0
"29-1957","tt0049966","Written on the Wind",NA,7.4,13102,3,2,1
"30-1958","tt0046521","I vitelloni",NA,7.8,19613,1,1,0
"30-1958","tt0050083","12 Angry Men",9,9,845928,3,3,0
"30-1958","tt0050105","An Affair to Remember",8,7.4,32552,4,4,0
"30-1958","tt0050109","Albert Schweitzer",NA,6,138,1,0,1
"30-1958","tt0050135","April Love",NA,6.2,771,1,1,0
"30-1958","tt0050156","The Bachelor Party",NA,6.7,837,1,1,0
"30-1958","tt0050188","Mother India",NA,7.8,9754,1,1,0
"30-1958","tt0050194","Birds Anonymous",7,7.6,1532,1,0,1
"30-1958","tt0050208","Boy on a Dolphin",NA,6.2,1852,1,1,0
"30-1958","tt0050212","The Bridge on the River Kwai",7,8.1,230583,8,1,7
"30-1958","tt0050255","City of Gold",5,7.1,323,1,1,0
"30-1958","tt0050306","Designing Woman",6,6.7,5374,1,0,1
"30-1958","tt0050356","The Enemy Below",NA,7.4,11981,1,0,1
"30-1958","tt0050379","A Farewell to Arms",NA,5.8,2859,1,1,0
"30-1958","tt0050403","Foothold on Antarctica",6,6.1,27,1,1,0
"30-1958","tt0050419","Funny Face",7,7,32411,4,4,0
"30-1958","tt0050468","Gunfight at the O.K. Corral",NA,7.1,16972,2,2,0
"30-1958","tt0050487","A Hatful of Rain",NA,7.2,1468,1,1,0
"30-1958","tt0050490","Heaven Knows, Mr. Allison",NA,7.3,9384,2,2,0
"30-1958","tt0050534","A Chairy Tale",8,7.3,1167,1,1,0
"30-1958","tt0050569","The Joker Is Wild",NA,7,1452,1,0,1
"30-1958","tt0050631","Les Girls",NA,6.6,3020,3,2,1
"30-1958","tt0050681","Man of a Thousand Faces",NA,7.1,2916,1,1,0
"30-1958","tt0050746","The Devil Strikes at Night",NA,7.2,1545,1,1,0
"30-1958","tt0050762","Nine Lives",NA,7.2,1862,1,1,0
"30-1958","tt0050783","Nights of Cabiria",8,8.1,51396,1,0,1
"30-1958","tt0050800","On the Bowery",NA,7.4,1133,1,1,0
"30-1958","tt0050802","One Droopy Knight",6,6.7,484,1,1,0
"30-1958","tt0050815","Pal Joey",NA,6.6,5764,4,4,0
"30-1958","tt0050837","Perri",NA,6.7,635,1,1,0
"30-1958","tt0050839","Peyton Place",NA,7.2,6496,7,7,0
"30-1958","tt0050850","The Gates of Paris",NA,7.1,747,1,1,0
"30-1958","tt0050851","Portugal",6,6.7,31,1,1,0
"30-1958","tt0050882","Raintree County",NA,6.3,4185,4,4,0
"30-1958","tt0050933","Sayonara",NA,7,7398,10,6,4
"30-1958","tt0051003","The Spirit of St. Louis",NA,7.1,8509,1,1,0
"30-1958","tt0051044","Tabasco Road",5,6.4,603,1,1,0
"30-1958","tt0051051","Tammy and the Bachelor",NA,6.9,2606,1,1,0
"30-1958","tt0051077","The Three Faces of Eve",NA,7.2,8559,1,0,1
"30-1958","tt0051087","The Tin Star",NA,7.3,6430,1,1,0
"30-1958","tt0051099","Torero",NA,6.7,123,1,1,0
"30-1958","tt0051108","Trees and Jamaica Daddy",2,5.2,119,1,1,0
"30-1958","tt0051115","The Truth About Mother Goose",6,7.1,432,1,1,0
"30-1958","tt0051187","The Wetback Hound",5,6.3,76,1,0,1
"30-1958","tt0051193","Wild Is the Wind",NA,6.6,1087,3,3,0
"30-1958","tt0051201","Witness for the Prosecution",8,8.4,134622,6,6,0
"31-1959","tt0050706","Mon oncle",7,7.7,23896,1,0,1
"31-1959","tt0051155","La venganza",NA,6.9,351,1,1,0
"31-1959","tt0051339","Ama Girls",6,6.4,65,1,0,1
"31-1959","tt0051366","Antarctic Crossing",NA,6.2,26,1,1,0
"31-1959","tt0051383","Auntie Mame",7,7.9,12366,6,6,0
"31-1959","tt0051406","Bell Book and Candle",NA,6.8,12723,2,2,0
"31-1959","tt0051411","The Big Country",NA,7.9,20458,2,1,1
"31-1959","tt0051427","The Bolshoi Ballet",NA,7.1,55,1,1,0
"31-1959","tt0051435","The Brothers Karamazov",NA,6.7,3025,1,1,0
"31-1959","tt0051436","The Buccaneer",NA,6.4,2710,1,1,0
"31-1959","tt0051459","Cat on a Hot Tin Roof",9,7.9,52713,6,6,0
"31-1959","tt0051466","A Certain Smile",NA,5.7,344,3,3,0
"31-1959","tt0051496","Cowboy",NA,6.7,3418,1,1,0
"31-1959","tt0051516","Damn Yankees",NA,7,3359,1,1,0
"31-1959","tt0051525","The Defiant Ones",9,7.6,17224,8,6,2
"31-1959","tt0051534","Desire Under the Elms",NA,6.5,1434,1,1,0
"31-1959","tt0051578","Employees Only",NA,NA,NA,1,1,0
"31-1959","tt0051658","Gigi",6,6.6,24125,9,0,9
"31-1959","tt0051667","The Goddess",NA,6.6,1088,1,1,0
"31-1959","tt0051677","Grand Canyon",7,7,437,1,0,1
"31-1959","tt0051712","Arms and the Man",NA,6.2,197,1,1,0
"31-1959","tt0051719","The Hidden World",NA,NA,NA,1,1,0
"31-1959","tt0051739","The Horse's Mouth",NA,7,3800,1,1,0
"31-1959","tt0051745","Houseboat",NA,6.6,9410,2,2,0
"31-1959","tt0051758","I Want to Live!",NA,7.5,7224,6,5,1
"31-1959","tt0051776","The Inn of the Sixth Happiness",NA,7.2,5342,1,1,0
"31-1959","tt0051802","Journey Into Spring",NA,7.9,35,2,2,0
"31-1959","tt0051821","The Kiss",5,5.8,40,1,1,0
"31-1959","tt0051825","Knighty Knight Bugs",8,7.5,1864,1,0,1
"31-1959","tt0051872","The Living Stone",6,6.8,49,1,1,0
"31-1959","tt0051908","Mardi Gras",NA,5.4,235,1,1,0
"31-1959","tt0051911","Marjorie Morningstar",NA,6.2,1273,1,1,0
"31-1959","tt0052020","Oeuverture",NA,5.8,15,1,1,0
"31-1959","tt0052027","The Old Man and the Sea",NA,6.9,8505,3,2,1
"31-1959","tt0052056","Paul Bunyan",7,6.9,1163,1,1,0
"31-1959","tt0052098","Psychiatric Nursing",NA,6.5,14,1,1,0
"31-1959","tt0052182","Separate Tables",8,7.4,8458,7,5,2
"31-1959","tt0052190","The Sheepman",NA,6.8,2938,1,1,0
"31-1959","tt0052195","Sidney's Family Tree",4,5.7,115,1,1,0
"31-1959","tt0052208","Snows of Aorangi",NA,6.2,27,1,1,0
"31-1959","tt0052216","Big Deal on Madonna Street",NA,7.9,11299,1,1,0
"31-1959","tt0052218","Some Came Running",NA,7.2,7234,5,5,0
"31-1959","tt0052225","South Pacific",NA,6.8,9553,3,2,1
"31-1959","tt0052250","The Year Long Road",NA,6.9,176,1,1,0
"31-1959","tt0052267","T Is for Tumbleweed",NA,6.4,11,1,1,0
"31-1959","tt0052278","Teacher's Pet",NA,7.1,4793,2,2,0
"31-1959","tt0052296","A Time to Love and a Time to Die",NA,7.6,3563,1,1,0
"31-1959","tt0052303","Torpedo Run",NA,6.4,2502,1,1,0
"31-1959","tt0052357","Vertigo",8,8.3,420889,2,2,0
"31-1959","tt0052389","White Wilderness",NA,5.4,521,2,1,1
"31-1959","tt0052415","The Young Lions",NA,7.1,8669,3,3,0
"31-1959","tt0052427","Tom Thumb",NA,6.4,2812,1,0,1
"31-1959","tt0053017","Lonelyhearts",NA,6.6,1373,1,1,0
"32-1960","tt0050986","Wild Strawberries",8,8.1,113186,1,1,0
